joint_name,angle_deg,pulse_us
J1_base,,
J1_base,,
J1_base,,
J2_shoulder,,
J2_shoulder,,
J2_shoulder,,
J3_elbow,,
J3_elbow,,
J3_elbow,,
J4_wrist,,
J4_wrist,,
J4_wrist,,
